# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
      mg   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
    1200      600    9.850e-02      5.72889      0.00000      0.00000      0.00000      0.00000      0.00238      0.01337      0.00057      0.00020      0.00000      0.00317      0.00000      0.00000      0.16672      0.73995      0.02500      0.11937      0.00000      0.00071      0.00000      0.00000      0.58217      1.77873      0.09143      0.31001      0.00105      0.00242      0.00000      0.00033      0.00000      0.00494      0.00000      0.00174      0.09761      0.32659      0.01346      0.05659      0.00000      0.00566      0.00000      0.00000      0.00827      0.01405      0.00045      0.00674      0.17329      0.54849      0.02732      0.08239      0.52371      3.83379      1.37138      4.46958      0.73559      5.20517      0.52371 
    1200      800    9.850e-02      5.01434      0.00000      0.00000      0.00000      0.00000      0.00706      0.02454      0.00356      0.00853      0.00022      0.00474      0.00000      0.00271      0.19515      1.42561      0.02184      0.24695      0.00064      0.00295      0.00000      0.00000      0.15793      1.13010      0.04443      0.21188      0.00000      0.00305      0.00000      0.00021      0.00000      0.01016      0.00045      0.00121      0.04822      0.27523      0.00440      0.06183      0.00204      0.00385      0.00000      0.00040      0.00226      0.02036      0.00069      0.00381      0.07529      0.44432      0.01047      0.08381      0.47346      3.48882      1.05206      3.83370      0.70717      4.54088      0.47346 
    1200      900    9.850e-02      3.85520      0.00000      0.00102      0.00000      0.00000      0.00567      0.04909      0.00049      0.01630      0.00000      0.00137      0.00000      0.00027      0.14896      1.35369      0.02977      0.24019      0.00000      0.00000      0.00000      0.00000      0.07224      0.61146      0.02371      0.11472      0.00194      0.00596      0.00000      0.00064      0.00023      0.01250      0.00000      0.00161      0.03170      0.24938      0.00372      0.02774      0.00278      0.00636      0.00000      0.00416      0.00868      0.01967      0.00097      0.00641      0.03494      0.32053      0.00589      0.05367      0.38676      2.66895      0.79949      2.93817      0.53027      3.46844      0.38676 
    1200     1000    9.850e-02      2.01986      0.00000      0.00311      0.00000      0.00000      0.02082      0.16672      0.00080      0.02445      0.00041      0.00428      0.00000      0.00040      0.06424      0.55189      0.00514      0.10446      0.00000      0.00129      0.00000      0.00000      0.04867      0.32992      0.01303      0.07397      0.00141      0.00553      0.00000      0.00206      0.00091      0.00861      0.00000      0.00126      0.01126      0.10013      0.00263      0.01745      0.00147      0.02230      0.00013      0.00950      0.00118      0.01609      0.00047      0.00106      0.01454      0.15426      0.00130      0.02767      0.20504      1.41360      0.40121      1.52904      0.28577      1.81481      0.20504 
    1300      800    5.220e-02      5.93060      0.00000      0.00000      0.00000      0.00000      0.00125      0.02156      0.00000      0.00323      0.00000      0.00000      0.00000      0.00529      0.16777      1.01063      0.03219      0.26483      0.00000      0.00000      0.00000      0.00000      0.33164      1.84448      0.07278      0.27751      0.00069      0.00822      0.00000      0.00320      0.00112      0.01250      0.00000      0.00000      0.05489      0.40220      0.00871      0.07699      0.00069      0.00517      0.00000      0.00063      0.00222      0.01201      0.00000      0.00117      0.10779      0.52874      0.02513      0.07426      0.57111      4.03316      1.32633      4.51356      0.84593      5.35950      0.57111 
    1300      900    5.220e-02      4.90309      0.00000      0.00408      0.00000      0.00000      0.00287      0.03362      0.00043      0.00280      0.00084      0.00000      0.00000      0.00000      0.15521      1.39375      0.02534      0.29479      0.00000      0.00059      0.00000      0.00000      0.15448      1.08386      0.02610      0.16797      0.00018      0.00118      0.00000      0.00000      0.00101      0.00532      0.00000      0.00303      0.05130      0.30573      0.00733      0.04276      0.00054      0.01575      0.00000      0.00150      0.00256      0.02625      0.00000      0.00121      0.03893      0.44203      0.00506      0.11279      0.49192      3.34670      1.06446      3.72007      0.69109      4.41117      0.49192 
    1300     1000    5.220e-02      3.77628      0.00000      0.00410      0.00000      0.00000      0.00322      0.05158      0.00124      0.01111      0.00000      0.00162      0.00000      0.00062      0.15053      1.31890      0.02463      0.28489      0.00000      0.00000      0.00000      0.00000      0.06339      0.59629      0.01264      0.11574      0.00058      0.01836      0.00000      0.00000      0.00000      0.01683      0.00000      0.00272      0.02322      0.22013      0.00235      0.03779      0.00056      0.00724      0.00000      0.00000      0.00139      0.01490      0.00000      0.00043      0.04794      0.30799      0.00131      0.07231      0.35974      2.64048      0.77606      2.84875      0.56779      3.41654      0.35974 
    1300     1100    5.220e-02      2.24263      0.00102      0.00983      0.00000      0.00274      0.00651      0.14095      0.00416      0.04440      0.00050      0.00291      0.00000      0.00016      0.04187      0.54517      0.00509      0.09936      0.00124      0.00000      0.00000      0.00082      0.04686      0.48405      0.00510      0.08819      0.00000      0.01647      0.00000      0.00220      0.00000      0.00643      0.00000      0.00162      0.01003      0.11453      0.00052      0.03289      0.00652      0.01873      0.00000      0.00237      0.00396      0.01171      0.00000      0.00086      0.02580      0.22334      0.00148      0.02553      0.20671      1.53093      0.50499      1.71842      0.31750      2.03591      0.20671 
    1400        1    2.840e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
    1400      200    2.840e-02      2.82135      0.00000      0.00000      0.00000      0.00000      0.00085      0.00018      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.13683      0.03593      0.01725      0.00911      0.00000      0.00000      0.00000      0.00000      1.08870      0.23190      0.18264      0.04689      0.00594      0.00000      0.00086      0.00072      0.00000      0.00303      0.00065      0.00000      0.28898      0.06758      0.03506      0.00950      0.00553      0.00000      0.00000      0.00000      0.00882      0.00180      0.00017      0.00000      0.38353      0.09173      0.03284      0.00234      0.13195      1.75029      0.93910      2.35135      0.33805      2.68940      0.13195 
    1400      400    2.840e-02      4.88441      0.00000      0.00000      0.00000      0.00000      0.00153      0.01045      0.00000      0.00039      0.00000      0.00000      0.00000      0.00000      0.14562      0.20170      0.01194      0.03244      0.00000      0.00000      0.00000      0.00000      1.13313      1.19680      0.15217      0.20181      0.00687      0.00168      0.00000      0.00000      0.00430      0.00506      0.00000      0.00048      0.23265      0.25323      0.02522      0.05796      0.00000      0.00461      0.00000      0.00000      0.00205      0.00894      0.00000      0.00000      0.37537      0.38231      0.03159      0.06320      0.34090      3.08798      1.45553      3.96631      0.57720      4.54351      0.34090 
    1400      600    2.840e-02      6.08502      0.00000      0.00000      0.00000      0.00000      0.00210      0.00727      0.00000      0.00046      0.00000      0.00000      0.00000      0.00000      0.12830      0.39879      0.01618      0.08818      0.00000      0.00000      0.00000      0.00000      0.87664      1.85453      0.12810      0.40740      0.00000      0.00128      0.00000      0.00000      0.00186      0.00580      0.00000      0.00000      0.12963      0.31342      0.01611      0.06195      0.00000      0.00000      0.00260      0.00000      0.00919      0.00261      0.00000      0.00160      0.20819      0.64977      0.02360      0.10455      0.64490      3.90795      1.53217      4.58938      0.85074      5.44012      0.64490 
    1400      800    2.840e-02      6.22742      0.00000      0.00000      0.00000      0.00000      0.00000      0.01357      0.00000      0.00001      0.00063      0.00000      0.00000      0.00000      0.09802      0.74141      0.03079      0.16350      0.00000      0.00000      0.00000      0.00000      0.42553      2.10497      0.08019      0.41606      0.00000      0.00054      0.00039      0.00000      0.00000      0.00528      0.00000      0.00000      0.05689      0.39912      0.01281      0.09714      0.00000      0.00131      0.00000      0.00000      0.00095      0.00624      0.00071      0.00105      0.12439      0.67786      0.01611      0.13080      0.62117      4.07468      1.53157      4.65670      0.94955      5.60625      0.62117 
    1400      900    2.840e-02      6.02012      0.00000      0.00000      0.00000      0.00000      0.00105      0.01205      0.00000      0.00081      0.00000      0.00000      0.00000      0.00000      0.15736      1.04571      0.02178      0.18239      0.00000      0.00000      0.00000      0.00000      0.32356      1.92870      0.06415      0.36365      0.00056      0.00085      0.00000      0.00037      0.00000      0.02054      0.00000      0.00133      0.06603      0.30554      0.00324      0.08567      0.00000      0.01124      0.00000      0.00040      0.00137      0.03585      0.00014      0.00112      0.07638      0.55451      0.01083      0.14684      0.59609      4.10120      1.32282      4.54130      0.88272      5.42403      0.59609 
    1400     1000    2.840e-02      5.34872      0.00000      0.00000      0.00000      0.00000      0.00972      0.02386      0.00000      0.00510      0.00000      0.00433      0.00000      0.00032      0.15689      1.42504      0.01589      0.29152      0.00000      0.00692      0.00000      0.00000      0.17950      1.36666      0.02037      0.22939      0.00000      0.00005      0.00000      0.00035      0.00000      0.01593      0.00000      0.00585      0.03151      0.28202      0.00168      0.06634      0.00131      0.00362      0.00000      0.00088      0.00000      0.02546      0.00000      0.00610      0.04794      0.48285      0.01059      0.09928      0.53147      3.73550      1.08175      4.06360      0.75364      4.81724      0.53147 
    1400     1100    2.840e-02      4.16066      0.00000      0.00000      0.00000      0.00059      0.00762      0.06230      0.00021      0.01561      0.00125      0.00589      0.00000      0.00541      0.11829      1.52791      0.01727      0.27939      0.00000      0.00013      0.00000      0.00000      0.08710      0.67902      0.00689      0.13066      0.00000      0.00153      0.00000      0.00009      0.00056      0.02466      0.00000      0.00452      0.01287      0.23939      0.00195      0.02548      0.00417      0.01427      0.00000      0.00045      0.00000      0.02931      0.00000      0.00272      0.03365      0.34970      0.00159      0.07882      0.38937      2.94556      0.82573      3.19962      0.57166      3.77129      0.38937 
    1400     1200    2.840e-02      2.22845      0.00055      0.00020      0.00000      0.00000      0.00933      0.15092      0.00218      0.03706      0.00357      0.00000      0.00072      0.00000      0.04584      0.49534      0.00526      0.13801      0.00000      0.00231      0.00000      0.00000      0.03716      0.50041      0.00305      0.07622      0.00000      0.00964      0.00000      0.00228      0.00009      0.00523      0.00000      0.00000      0.00626      0.14116      0.00195      0.04038      0.00000      0.02722      0.00000      0.00537      0.00532      0.02061      0.00061      0.00492      0.00996      0.19054      0.00194      0.03821      0.20862      1.50812      0.51171      1.66165      0.35818      2.01983      0.20862 
    1500      800    1.570e-02      7.02310      0.00000      0.00000      0.00000      0.00000      0.00246      0.00944      0.00000      0.00108      0.00000      0.00000      0.00000      0.00280      0.08547      0.56780      0.00649      0.10443      0.00000      0.00087      0.00000      0.00000      0.52215      2.69735      0.10361      0.49750      0.00000      0.00108      0.00000      0.00000      0.00000      0.00345      0.00000      0.00000      0.07827      0.43972      0.01600      0.08578      0.00000      0.00000      0.00000      0.00000      0.00055      0.01399      0.00000      0.00000      0.17742      0.78792      0.01672      0.15132      0.64944      4.60144      1.77222      5.38794      0.98572      6.37366      0.64944 
    1500      900    1.570e-02      6.70635      0.00000      0.00000      0.00000      0.00000      0.00000      0.01771      0.00000      0.00329      0.00000      0.00000      0.00000      0.00000      0.07236      0.82590      0.01318      0.15001      0.00000      0.00088      0.00000      0.00000      0.36477      2.37113      0.10176      0.57075      0.00000      0.00000      0.00000      0.00055      0.00248      0.01088      0.00000      0.00000      0.05520      0.41288      0.00770      0.07321      0.00000      0.00038      0.00000      0.00000      0.00141      0.02261      0.00000      0.00050      0.12668      0.70070      0.01353      0.11713      0.66877      4.49172      1.54586      4.98596      1.05162      6.03758      0.66877 
    1500     1000    1.570e-02      6.23534      0.00000      0.00000      0.00000      0.00000      0.00000      0.02019      0.00000      0.00338      0.00000      0.00000      0.00000      0.00000      0.08713      1.06684      0.01909      0.19915      0.00000      0.00000      0.00000      0.00064      0.28261      2.03189      0.06237      0.43592      0.00000      0.00057      0.00000      0.00164      0.00054      0.01057      0.00000      0.00722      0.02450      0.42064      0.01550      0.09356      0.00000      0.01944      0.00000      0.00000      0.00000      0.02940      0.00000      0.00339      0.04314      0.64333      0.01612      0.13278      0.56380      4.20920      1.46233      4.68078      0.99076      5.67154      0.56380 
    1500     1100    1.570e-02      5.51638      0.00000      0.00000      0.00000      0.00000      0.00054      0.01500      0.00000      0.00219      0.00000      0.00467      0.00000      0.00000      0.11328      1.45030      0.01522      0.34978      0.00000      0.00000      0.00000      0.00000      0.13693      1.40120      0.02689      0.26387      0.00054      0.00066      0.00000      0.00070      0.00000      0.01437      0.00000      0.00511      0.05137      0.33674      0.00749      0.05910      0.00000      0.00965      0.00000      0.00043      0.00050      0.01208      0.00000      0.00085      0.06119      0.51806      0.00657      0.09692      0.55419      3.77987      1.18233      4.12707      0.83513      4.96220      0.55419 
    1500     1200    1.570e-02      4.19423      0.00000      0.00141      0.00000      0.00000      0.00207      0.06090      0.00131      0.01624      0.00021      0.01989      0.00000      0.00039      0.14234      1.48699      0.01422      0.32307      0.00000      0.00000      0.00000      0.00000      0.03773      0.69857      0.00852      0.11998      0.00000      0.01461      0.00000      0.00000      0.00000      0.00300      0.00000      0.00074      0.02040      0.24322      0.00263      0.04208      0.00000      0.00367      0.00000      0.00372      0.00000      0.01061      0.00000      0.00358      0.03904      0.34114      0.00358      0.04694      0.48142      2.93384      0.77897      3.12580      0.58701      3.71281      0.48142 
    1500     1300    1.570e-02      2.28307      0.00628      0.00117      0.00000      0.00226      0.01992      0.15644      0.00241      0.03169      0.00025      0.01657      0.00000      0.00000      0.03903      0.53153      0.00302      0.09727      0.00000      0.00475      0.00000      0.00000      0.04023      0.47628      0.00644      0.08903      0.00000      0.01581      0.00000      0.00202      0.00134      0.01040      0.00107      0.00001      0.01569      0.13986      0.00062      0.02859      0.00408      0.03250      0.00000      0.00457      0.00154      0.01491      0.00000      0.00349      0.01093      0.20563      0.00138      0.03957      0.22452      1.52455      0.53400      1.74512      0.31344      2.05856      0.22452 
    1600        1    8.870e-03      0.00072      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00072      0.00000      0.00000      0.00000      0.00000      0.00072      0.00072      0.00000      0.00072      0.00000 
    1600       25    8.870e-03      0.30063      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00808      0.00000      0.00001      0.00000      0.00000      0.00000      0.00000      0.00000      0.14550      0.00052      0.02108      0.00000      0.00974      0.00000      0.00000      0.00000      0.00125      0.00000      0.00000      0.00000      0.06374      0.00737      0.00442      0.00000      0.00277      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02369      0.00000      0.00550      0.00069      0.00627      0.17519      0.11917      0.26265      0.03171      0.29436      0.00627 
    1600       50    8.870e-03      0.63547      0.00000      0.00000      0.00000      0.00000      0.00174      0.00000      0.00044      0.00000      0.00000      0.00000      0.00000      0.00000      0.02679      0.00052      0.00454      0.00000      0.00000      0.00000      0.00000      0.00000      0.24622      0.00002      0.04302      0.00063      0.00299      0.00000      0.00164      0.00000      0.00492      0.00000      0.00333      0.00000      0.13974      0.00266      0.01923      0.00000      0.00120      0.00000      0.00000      0.00000      0.00055      0.00000      0.00000      0.00000      0.12195      0.00334      0.00355      0.00003      0.00640      0.32393      0.30514      0.55266      0.07641      0.62906      0.00640 
    1600       75    8.870e-03      0.97432      0.00000      0.00000      0.00000      0.00000      0.00053      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06837      0.00302      0.00453      0.00000      0.00000      0.00000      0.00000      0.00000      0.37307      0.01996      0.03781      0.00101      0.00000      0.00099      0.00000      0.00000      0.00115      0.00000      0.00000      0.00000      0.21561      0.01216      0.04664      0.00082      0.00325      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.15452      0.00000      0.01319      0.00018      0.01750      0.50831      0.44852      0.85264      0.10418      0.95682      0.01750 
    1600      150    8.870e-03      2.00698      0.00000      0.00000      0.00000      0.00000      0.00029      0.00068      0.00055      0.00000      0.00000      0.00000      0.00000      0.00000      0.09649      0.02216      0.01733      0.00122      0.00000      0.00000      0.00000      0.00000      0.71165      0.05894      0.10994      0.00491      0.00318      0.00017      0.00075      0.00000      0.00044      0.00677      0.00074      0.00093      0.39330      0.03927      0.05138      0.00538      0.00000      0.00042      0.00000      0.00000      0.00099      0.00000      0.00000      0.00000      0.31451      0.03301      0.03712      0.00444      0.09003      1.02416      0.89279      1.68226      0.23469      1.91695      0.09003 
    1600      200    8.870e-03      2.71238      0.00000      0.00000      0.00000      0.00000      0.00221      0.00083      0.00002      0.00000      0.00000      0.00000      0.00000      0.00000      0.12826      0.02518      0.01535      0.00227      0.00000      0.00000      0.00000      0.00000      1.06526      0.18170      0.16610      0.01341      0.00151      0.00196      0.00000      0.00000      0.00000      0.00070      0.00290      0.00023      0.35789      0.03809      0.03498      0.00707      0.00000      0.00079      0.00000      0.00000      0.00348      0.00092      0.00000      0.00000      0.42186      0.07402      0.04400      0.00899      0.11240      1.60059      0.99939      2.30466      0.29533      2.59999      0.11240 
    1600      400    8.870e-03      4.74852      0.00000      0.00000      0.00000      0.00000      0.00318      0.00130      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.14239      0.14903      0.01627      0.01424      0.00000      0.00000      0.00000      0.00000      1.19491      1.01407      0.18353      0.20338      0.00000      0.00000      0.00000      0.00000      0.00603      0.00053      0.00000      0.00000      0.37317      0.21315      0.03878      0.04835      0.00070      0.00033      0.00000      0.00322      0.00079      0.00325      0.00000      0.00018      0.44131      0.31336      0.03652      0.05689      0.28966      2.92230      1.53656      3.85752      0.60134      4.45886      0.28966 
    1600      600    8.870e-03      6.04938      0.00000      0.00000      0.00000      0.00000      0.00148      0.00145      0.00000      0.00392      0.00000      0.00000      0.00000      0.00000      0.08507      0.20686      0.02665      0.05458      0.00000      0.00000      0.00000      0.00000      0.99905      1.90590      0.15076      0.37119      0.00000      0.00000      0.00000      0.00000      0.00085      0.00217      0.00000      0.00036      0.20929      0.34390      0.00714      0.05147      0.00109      0.00000      0.00000      0.00000      0.00049      0.00447      0.00052      0.00000      0.32100      0.63515      0.05241      0.10442      0.50774      3.80692      1.73472      4.71822      0.82342      5.54164      0.50774 
    1600      800    8.870e-03      6.97010      0.00000      0.00000      0.00000      0.00000      0.00621      0.00157      0.00042      0.00550      0.00000      0.00000      0.00000      0.00000      0.08807      0.46706      0.02163      0.09504      0.00079      0.00069      0.00000      0.00000      0.66891      2.62844      0.11088      0.54819      0.00000      0.00162      0.00000      0.00180      0.00122      0.00267      0.00000      0.00045      0.09942      0.42323      0.01363      0.07949      0.00000      0.00079      0.00000      0.00116      0.00334      0.00725      0.00000      0.00067      0.17775      0.76493      0.01953      0.09463      0.63316      4.64338      1.69356      5.34394      0.99299      6.33694      0.63316 
    1600      900    8.870e-03      6.92083      0.00000      0.00000      0.00000      0.00000      0.00003      0.00172      0.00000      0.00075      0.00000      0.00000      0.00000      0.00000      0.06605      0.60895      0.01896      0.12222      0.00000      0.00083      0.00000      0.00000      0.42150      2.62140      0.06124      0.51251      0.00000      0.00193      0.00000      0.00053      0.00072      0.00558      0.00000      0.00000      0.07181      0.50941      0.00394      0.08249      0.00097      0.00225      0.00000      0.00023      0.00000      0.00757      0.00000      0.00118      0.09747      0.78057      0.02741      0.15729      0.73333      4.43616      1.75135      5.19875      0.98876      6.18750      0.73333 
    1600     1000    8.870e-03      6.69706      0.00000      0.00000      0.00000      0.00000      0.00035      0.00105      0.00000      0.00263      0.00000      0.00000      0.00000      0.00000      0.07066      0.73894      0.01297      0.17904      0.00000      0.00124      0.00000      0.00000      0.30137      2.69404      0.06680      0.45327      0.00000      0.00049      0.00000      0.00000      0.00066      0.00559      0.00000      0.00095      0.05260      0.38702      0.00251      0.06108      0.00000      0.01488      0.00000      0.00000      0.00122      0.00831      0.00039      0.00090      0.09465      0.79642      0.03703      0.08660      0.62339      4.52237      1.55129      5.16950      0.90417      6.07367      0.62339 
    1600     1100    8.870e-03      6.40306      0.00000      0.00000      0.00000      0.00000      0.00650      0.02843      0.00000      0.00378      0.00000      0.00142      0.00000      0.00000      0.10629      1.02998      0.01342      0.16311      0.00000      0.00000      0.00000      0.00000      0.22744      2.20011      0.03001      0.47150      0.00000      0.00119      0.00000      0.00579      0.00066      0.00885      0.00000      0.00265      0.02838      0.36833      0.00706      0.08875      0.00000      0.00118      0.00000      0.00048      0.00107      0.00723      0.00000      0.00107      0.07972      0.69483      0.01565      0.12540      0.68278      4.28200      1.43828      4.79162      0.92865      5.72028      0.68278 
