   mstop     mchi            obs     exp-2sigma     exp-1sigma            exp     exp+1sigma     exp+2sigma
    1300      250     0.00035436     0.00017034     0.00023860     0.00036038     0.00056137     0.00084948
    1300      300     0.00039093     0.00018970     0.00026865     0.00040465     0.00063054     0.00095406
    1300      350     0.00041106     0.00020095     0.00028330     0.00042524     0.00065912     0.00099084
    1300      400     0.00045065     0.00021811     0.00030890     0.00046526     0.00072303     0.00108505
    1300      450     0.00053788     0.00025361     0.00035851     0.00054537     0.00085416     0.00129418
    1300      500     0.00052092     0.00025554     0.00036464     0.00055928     0.00088271     0.00134921
    1300      550     0.00062824     0.00028886     0.00041227     0.00063217     0.00099756     0.00152477
    1300      600     0.00058542     0.00027855     0.00040930     0.00064247     0.00103677     0.00160263
    1300      650     0.00077977     0.00036090     0.00052499     0.00081717     0.00130570     0.00202423
    1300      700     0.00073552     0.00034301     0.00050840     0.00081298     0.00133827     0.00210058
    1300      750     0.00090512     0.00040842     0.00060516     0.00096795     0.00159256     0.00251039
    1300      800     0.00090992     0.00042079     0.00062351     0.00099746     0.00164170     0.00260845
    1300      850     0.00091375     0.00043688     0.00065257     0.00106434     0.00176946     0.00283616
    1300      900     0.00104367     0.00047048     0.00070660     0.00115690     0.00195040     0.00313890
    1300      950     0.00111817     0.00050586     0.00076437     0.00125706     0.00212888     0.00346603
    1300     1000     0.00124616     0.00064039     0.00095193     0.00154650     0.00258090     0.00415489
    1300     1050     0.00136459     0.00064329     0.00095533     0.00155302     0.00260556     0.00420899
    1300     1100     0.00250181     0.00108958     0.00161502     0.00258292     0.00429381     0.00693758
    1300     1117     0.00225202     0.00110545     0.00162310     0.00257373     0.00425730     0.00685280
    1300     1133     0.00267107     0.00128269     0.00186158     0.00293289     0.00480168     0.00759766
    1300     1150     0.00297005     0.00140204     0.00205719     0.00326268     0.00539631     0.00861314
    1300     1200     0.00330853     0.00156546     0.00233313     0.00385042     0.00664416     0.01111775
    1300     1215     0.00216876     0.00087666     0.00131675     0.00215820     0.00368795     0.00604507
    1350       50     0.00052758     0.00026822     0.00037923     0.00057714     0.00091083     0.00140559
    1350      100     0.00029984     0.00015489     0.00021800     0.00033056     0.00052028     0.00079681
    1350      150     0.00027595     0.00013852     0.00019494     0.00029546     0.00046506     0.00071221
    1350      200     0.00027662     0.00013724     0.00019320     0.00029288     0.00045982     0.00069870
    1350      250     0.00031039     0.00015239     0.00021442     0.00032509     0.00050774     0.00077068
    1350      300     0.00034635     0.00017154     0.00024025     0.00036282     0.00056533     0.00085547
    1350      350     0.00040883     0.00019687     0.00027636     0.00041311     0.00064203     0.00096368
    1350      400     0.00043562     0.00021419     0.00030142     0.00045699     0.00071373     0.00107801
    1350      450     0.00049434     0.00024160     0.00033849     0.00051124     0.00079469     0.00120451
    1350      500     0.00053135     0.00026501     0.00037449     0.00056990     0.00089005     0.00134458
    1350      550     0.00059076     0.00028527     0.00040515     0.00061872     0.00097628     0.00148553
    1350      600     0.00059279     0.00029229     0.00042320     0.00065649     0.00104881     0.00161855
    1350      650     0.00066626     0.00031827     0.00046552     0.00072800     0.00117477     0.00182411
    1350      700     0.00074203     0.00034461     0.00050571     0.00080231     0.00130748     0.00204151
    1350      750     0.00073823     0.00033282     0.00049339     0.00078911     0.00129893     0.00204724
    1350      800     0.00085561     0.00038978     0.00057448     0.00091536     0.00149867     0.00235156
    1350      850     0.00090598     0.00040112     0.00060014     0.00096822     0.00160832     0.00255810
    1350      900     0.00084984     0.00037702     0.00057326     0.00094719     0.00160388     0.00259047
    1350      950     0.00096371     0.00045312     0.00068078     0.00111499     0.00188887     0.00305041
    1350     1000     0.00100440     0.00047087     0.00071783     0.00120621     0.00210003     0.00348316
    1350     1050     0.00151654     0.00069307     0.00103256     0.00165750     0.00275467     0.00441570
    1350     1100     0.00210633     0.00090051     0.00133446     0.00213549     0.00354885     0.00568949
    1350     1150     0.00196450     0.00095864     0.00139947     0.00221291     0.00364037     0.00585853
    1350     1167     0.00253908     0.00118375     0.00171896     0.00270594     0.00443120     0.00707103
    1350     1183     0.00245058     0.00114445     0.00168903     0.00269096     0.00449273     0.00725814
    1350     1200     0.00403523     0.00181960     0.00265448     0.00419311     0.00690378     0.01106210
    1350     1250     0.00471911     0.00216834     0.00330449     0.00554709     0.00966099     0.01602492
    1350     1265     0.00198396     0.00093043     0.00139682     0.00228937     0.00387559     0.00630937
    1400        1     1.32921900     0.19301347     0.37973234     1.14910633     2.31248457     3.48496192
    1400       50     0.00051365     0.00027052     0.00038055     0.00057705     0.00091047     0.00139176
    1400      100     0.00031351     0.00015500     0.00021912     0.00033337     0.00052611     0.00080803
    1400      150     0.00027562     0.00013971     0.00019756     0.00030056     0.00047429     0.00072506
    1400      200     0.00028039     0.00013941     0.00019615     0.00029742     0.00046692     0.00071297
    1400      250     0.00030384     0.00014842     0.00021018     0.00031661     0.00049457     0.00074695
    1400      300     0.00034840     0.00017488     0.00024576     0.00037011     0.00057503     0.00087168
    1400      350     0.00040762     0.00019846     0.00027800     0.00041991     0.00065254     0.00097936
    1400      400     0.00042711     0.00021265     0.00030128     0.00045373     0.00070524     0.00106356
    1400      450     0.00048288     0.00022785     0.00032259     0.00048582     0.00075517     0.00114459
    1400      500     0.00056389     0.00026180     0.00036866     0.00055877     0.00086821     0.00131612
    1400      550     0.00059693     0.00028089     0.00040252     0.00061964     0.00098047     0.00149590
    1400      600     0.00067571     0.00031446     0.00045083     0.00069421     0.00109535     0.00167458
    1400      650     0.00059192     0.00029373     0.00042761     0.00066576     0.00106375     0.00164148
    1400      700     0.00064986     0.00031463     0.00045661     0.00071910     0.00116037     0.00180147
    1400      750     0.00077329     0.00035736     0.00052894     0.00084666     0.00138625     0.00217493
    1400      800     0.00080076     0.00037070     0.00054942     0.00087907     0.00144617     0.00227978
    1400      850     0.00087972     0.00039073     0.00059486     0.00097036     0.00163606     0.00263308
    1400      900     0.00076213     0.00037374     0.00056023     0.00090315     0.00150036     0.00239580
    1400      950     0.00097122     0.00041116     0.00062520     0.00103298     0.00175716     0.00285952
    1400     1000     0.00111906     0.00047651     0.00072211     0.00117354     0.00196917     0.00318249
    1400     1050     0.00098168     0.00045936     0.00069415     0.00114246     0.00195230     0.00317642
    1400     1100     0.00133732     0.00063123     0.00093762     0.00152393     0.00255715     0.00413176
    1400     1150     0.00172395     0.00078583     0.00116656     0.00189604     0.00318139     0.00513987
    1400     1200     0.00172894     0.00085194     0.00126718     0.00203679     0.00341672     0.00556269
    1400     1217     0.00241441     0.00102547     0.00152500     0.00247939     0.00417903     0.00677619
    1400     1233     0.00336914     0.00151414     0.00221904     0.00352218     0.00585020     0.00937934
    1400     1250     0.00320792     0.00148479     0.00218693     0.00352356     0.00591017     0.00962376
    1400     1300     0.00483792     0.00214113     0.00318577     0.00517131     0.00876086     0.01447672
    1400     1315     0.00254732     0.00107198     0.00159372     0.00259116     0.00436683     0.00708075
    1450        1     3.25220820     1.04092692     2.06218403     6.26995212    12.61779674    19.01520931
    1450       50     0.00058936     0.00031098     0.00043765     0.00066356     0.00104432     0.00159925
    1450      100     0.00032275     0.00016454     0.00023258     0.00035383     0.00055702     0.00085302
    1450      150     0.00029030     0.00014224     0.00020113     0.00030601     0.00048289     0.00073825
    1450      200     0.00029484     0.00014747     0.00020747     0.00031460     0.00049263     0.00074991
    1450      250     0.00030946     0.00014967     0.00021190     0.00031917     0.00049990     0.00075735
    1450      300     0.00036745     0.00017816     0.00025227     0.00038000     0.00059195     0.00089566
    1450      350     0.00038848     0.00018632     0.00026100     0.00039414     0.00061252     0.00092833
    1450      400     0.00042934     0.00020407     0.00028588     0.00043175     0.00067101     0.00101207
    1450      450     0.00047931     0.00023437     0.00032704     0.00049200     0.00076059     0.00114262
    1450      500     0.00051356     0.00025335     0.00035491     0.00053591     0.00083705     0.00126432
    1450      550     0.00053833     0.00025711     0.00036498     0.00055762     0.00087768     0.00133784
    1450      600     0.00054238     0.00025828     0.00037559     0.00058501     0.00093478     0.00144262
    1450      650     0.00064854     0.00029698     0.00042990     0.00066695     0.00106572     0.00163725
    1450      700     0.00066788     0.00032272     0.00047195     0.00073746     0.00118469     0.00183792
    1450      750     0.00067974     0.00031922     0.00046584     0.00073635     0.00118827     0.00186940
    1450      800     0.00061259     0.00028519     0.00043226     0.00070275     0.00117849     0.00188956
    1450      850     0.00081418     0.00036681     0.00054656     0.00087742     0.00145127     0.00229807
    1450      900     0.00087139     0.00039422     0.00058752     0.00094368     0.00156088     0.00247108
    1450      950     0.00089860     0.00041619     0.00062356     0.00100556     0.00167060     0.00267834
    1450     1000     0.00093412     0.00043333     0.00065110     0.00106684     0.00180666     0.00291895
    1450     1050     0.00115166     0.00052207     0.00078880     0.00129743     0.00219684     0.00356250
    1450     1100     0.00135453     0.00063783     0.00094837     0.00153986     0.00258386     0.00415921
    1450     1150     0.00133449     0.00060455     0.00091366     0.00150331     0.00254607     0.00414373
    1450     1200     0.00138972     0.00067459     0.00100535     0.00161458     0.00270884     0.00437833
    1450     1250     0.00224208     0.00097921     0.00145910     0.00234311     0.00391295     0.00629686
    1450     1267     0.00238179     0.00111269     0.00163340     0.00259166     0.00428445     0.00686819
    1450     1283     0.00319116     0.00151473     0.00223084     0.00359376     0.00602921     0.00974177
    1450     1300     0.00263736     0.00128019     0.00189605     0.00303368     0.00509225     0.00825994
    1450     1350     0.00368475     0.00176077     0.00264586     0.00433758     0.00748249     0.01243210
    1450     1365     0.00206156     0.00094101     0.00140178     0.00224976     0.00377484     0.00614575
    1500        1     1.08135765     0.15801717     0.34881355     1.15511087     2.32482987     3.50345625
    1500       50     0.00053779     0.00028064     0.00039679     0.00060369     0.00095739     0.00147202
    1500      100     0.00031992     0.00017102     0.00024066     0.00036491     0.00057285     0.00087896
    1500      150     0.00026911     0.00013550     0.00019152     0.00029152     0.00045885     0.00070263
    1500      200     0.00027115     0.00013481     0.00019057     0.00029002     0.00045654     0.00069588
    1500      250     0.00029390     0.00014387     0.00020335     0.00030949     0.00048587     0.00073834
    1500      300     0.00035737     0.00016906     0.00023805     0.00036084     0.00056361     0.00085115
    1500      350     0.00038830     0.00018595     0.00026051     0.00039337     0.00061294     0.00092734
    1500      400     0.00046124     0.00021497     0.00030025     0.00044721     0.00069148     0.00103891
    1500      450     0.00045669     0.00022117     0.00031182     0.00046800     0.00072740     0.00110259
    1500      500     0.00047674     0.00023140     0.00032435     0.00048971     0.00075926     0.00114131
    1500      550     0.00055645     0.00026636     0.00037836     0.00057813     0.00090522     0.00137798
    1500      600     0.00052644     0.00025451     0.00036682     0.00056678     0.00090574     0.00138487
    1500      650     0.00058773     0.00028097     0.00040689     0.00063112     0.00100858     0.00154200
    1500      700     0.00062301     0.00028963     0.00042497     0.00067399     0.00109309     0.00170618
    1500      750     0.00066609     0.00030073     0.00044340     0.00070635     0.00115124     0.00180540
    1500      800     0.00070130     0.00032045     0.00047234     0.00075268     0.00123855     0.00193579
    1500      850     0.00080142     0.00036837     0.00054904     0.00088929     0.00147700     0.00234872
    1500      900     0.00085423     0.00039098     0.00058578     0.00094440     0.00156941     0.00250555
    1500      950     0.00081958     0.00037559     0.00056430     0.00092462     0.00155794     0.00252714
    1500     1000     0.00085976     0.00040691     0.00060803     0.00099162     0.00167157     0.00269050
    1500     1050     0.00094877     0.00042852     0.00065168     0.00107609     0.00184003     0.00300443
    1500     1100     0.00095122     0.00043470     0.00066045     0.00109149     0.00186591     0.00306991
    1500     1150     0.00118209     0.00054578     0.00081996     0.00134333     0.00228486     0.00373252
    1500     1200     0.00139501     0.00066098     0.00098219     0.00159678     0.00267869     0.00429402
    1500     1250     0.00161520     0.00076872     0.00114135     0.00185579     0.00311304     0.00506859
    1500     1300     0.00219929     0.00097167     0.00143299     0.00228205     0.00379320     0.00612889
    1500     1317     0.00313126     0.00135200     0.00199187     0.00317461     0.00527588     0.00852479
    1500     1333     0.00226954     0.00111653     0.00164542     0.00262213     0.00435671     0.00704167
    1500     1350     0.00323503     0.00151881     0.00219563     0.00344250     0.00560993     0.00898798
    1500     1400     0.00407017     0.00175769     0.00264172     0.00432942     0.00736520     0.01212237
    1500     1415     0.00245820     0.00107078     0.00158699     0.00253880     0.00426011     0.00688334
    1550       50     0.00055763     0.00028167     0.00039826     0.00060596     0.00096095     0.00148445
    1550      100     0.00033421     0.00017181     0.00024180     0.00036657     0.00057549     0.00088295
    1550      150     0.00027078     0.00013733     0.00019414     0.00029543     0.00046501     0.00071217
    1550      200     0.00028455     0.00014302     0.00020124     0.00030508     0.00047905     0.00072790
    1550      250     0.00030047     0.00014815     0.00020971     0.00031594     0.00049360     0.00074910
    1550      300     0.00036002     0.00017090     0.00023940     0.00036152     0.00056182     0.00085150
    1550      350     0.00035949     0.00018236     0.00025549     0.00038579     0.00059954     0.00090880
    1550      400     0.00037538     0.00019095     0.00026619     0.00040060     0.00062244     0.00094350
    1550      450     0.00043867     0.00021185     0.00029865     0.00044815     0.00069658     0.00105577
    1550      500     0.00050677     0.00025057     0.00035330     0.00053016     0.00082186     0.00123550
    1550      550     0.00046403     0.00022200     0.00031688     0.00048596     0.00076489     0.00116019
    1550      600     0.00053096     0.00025866     0.00036910     0.00056611     0.00088878     0.00135075
    1550      650     0.00062228     0.00029830     0.00042555     0.00065263     0.00103265     0.00157554
    1550      700     0.00057936     0.00028076     0.00040946     0.00064689     0.00104956     0.00163784
    1550      750     0.00061343     0.00029528     0.00042867     0.00067430     0.00108872     0.00169007
    1550      800     0.00060420     0.00028442     0.00042381     0.00068055     0.00112538     0.00178184
    1550      850     0.00069724     0.00035043     0.00051388     0.00081606     0.00133598     0.00209595
    1550      900     0.00078255     0.00037336     0.00055323     0.00088503     0.00145689     0.00231540
    1550      950     0.00072916     0.00034296     0.00051533     0.00084466     0.00141685     0.00227098
    1550     1000     0.00079399     0.00037494     0.00056330     0.00092274     0.00156234     0.00250475
    1550     1050     0.00087263     0.00040477     0.00060821     0.00099668     0.00168003     0.00270436
    1550     1100     0.00089764     0.00041482     0.00062412     0.00102232     0.00172275     0.00277227
    1550     1150     0.00097988     0.00046546     0.00070702     0.00116767     0.00201513     0.00331119
    1550     1200     0.00120417     0.00054006     0.00081149     0.00133009     0.00225257     0.00366567
    1550     1250     0.00142490     0.00068718     0.00103238     0.00169052     0.00287669     0.00469948
    1550     1300     0.00180121     0.00084817     0.00126029     0.00204775     0.00343683     0.00550849
    1550     1350     0.00168171     0.00085982     0.00127428     0.00203715     0.00341820     0.00556635
    1550     1367     0.00207126     0.00098883     0.00147124     0.00239047     0.00401051     0.00648019
    1550     1383     0.00194221     0.00099438     0.00147253     0.00235477     0.00395213     0.00638518
    1550     1400     0.00281378     0.00133828     0.00193144     0.00306075     0.00503862     0.00807404
    1550     1450     0.00435404     0.00224324     0.00329864     0.00531425     0.00900193     0.01476317
    1550     1465     0.00231038     0.00104546     0.00154025     0.00245403     0.00408007     0.00659195
    1600       50     0.00065884     0.00033607     0.00047305     0.00071713     0.00112583     0.00172737
    1600      100     0.00032090     0.00016885     0.00023753     0.00036011     0.00056679     0.00086814
    1600      150     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1600      200     0.00027369     0.00013665     0.00019323     0.00029395     0.00046157     0.00070133
    1600      250     0.00031732     0.00015579     0.00021917     0.00033231     0.00052170     0.00079287
    1600      300     0.00032837     0.00016130     0.00022833     0.00034399     0.00053598     0.00081105
    1600      350     0.00035308     0.00017252     0.00024170     0.00036496     0.00056718     0.00085974
    1600      400     0.00035565     0.00017607     0.00024666     0.00037252     0.00058038     0.00087816
    1600      450     0.00041952     0.00020515     0.00028744     0.00043423     0.00067479     0.00101266
    1600      500     0.00048164     0.00023035     0.00032116     0.00048312     0.00075091     0.00112692
    1600      550     0.00052529     0.00025127     0.00035182     0.00053145     0.00082163     0.00123446
    1600      600     0.00052819     0.00024925     0.00035403     0.00054055     0.00085086     0.00129090
    1600      650     0.00055843     0.00027701     0.00039550     0.00060633     0.00095676     0.00146256
    1600      700     0.00060348     0.00029513     0.00042514     0.00065701     0.00104948     0.00160498
    1600      750     0.00062447     0.00029333     0.00042848     0.00067705     0.00109249     0.00170349
    1600      800     0.00062588     0.00030637     0.00044957     0.00071356     0.00116264     0.00181580
    1600      850     0.00065792     0.00031795     0.00046618     0.00073956     0.00120520     0.00189803
    1600      900     0.00067415     0.00031886     0.00047710     0.00076969     0.00127904     0.00204216
    1600      950     0.00069777     0.00033622     0.00050309     0.00081149     0.00134919     0.00215389
    1600     1000     0.00088553     0.00041853     0.00062707     0.00101109     0.00168001     0.00267127
    1600     1050     0.00089236     0.00041104     0.00062186     0.00101099     0.00169556     0.00271864
    1600     1100     0.00079440     0.00037794     0.00056463     0.00092103     0.00154506     0.00249678
    1600     1150     0.00106351     0.00045819     0.00068848     0.00112828     0.00189273     0.00305859
    1600     1200     0.00110935     0.00049563     0.00074966     0.00123287     0.00210761     0.00342826
    1600     1250     0.00093736     0.00046050     0.00069930     0.00115534     0.00198409     0.00326217
    1600     1300     0.00120913     0.00055319     0.00083116     0.00136142     0.00230633     0.00375398
    1600     1350     0.00186050     0.00082085     0.00122640     0.00200126     0.00338793     0.00553552
    1600     1400     0.00174998     0.00085620     0.00127145     0.00206636     0.00348216     0.00569287
    1600     1417     0.00194674     0.00091696     0.00136210     0.00221341     0.00371295     0.00604739
    1600     1433     0.00280823     0.00141089     0.00205811     0.00325235     0.00537816     0.00858718
    1600     1450     0.00258948     0.00139261     0.00202153     0.00317990     0.00523352     0.00838775
    1600     1500     0.00463777     0.00225499     0.00335618     0.00544956     0.00923043     0.01513851
    1600     1515     0.00208525     0.00091415     0.00134938     0.00216740     0.00361991     0.00582576
    1650       50     0.00061828     0.00031933     0.00045136     0.00068678     0.00108654     0.00167360
    1650      100     0.00032289     0.00016663     0.00023444     0.00035543     0.00055947     0.00085685
    1650      150     0.00027077     0.00013755     0.00019449     0.00029602     0.00046710     0.00071402
    1650      200     0.00030369     0.00014816     0.00020853     0.00031610     0.00049624     0.00075409
    1650      250     0.00028989     0.00014445     0.00020328     0.00030805     0.00048246     0.00073455
    1650      300     0.00032303     0.00016213     0.00022967     0.00034591     0.00054040     0.00081619
    1650      350     0.00034285     0.00017067     0.00023797     0.00035805     0.00055645     0.00083920
    1650      400     0.00039273     0.00018833     0.00026657     0.00040159     0.00062579     0.00094679
    1650      450     0.00042060     0.00020549     0.00028963     0.00043467     0.00067562     0.00102399
    1650      500     0.00045158     0.00022059     0.00031087     0.00046657     0.00072525     0.00109378
    1650      550     0.00048436     0.00022697     0.00031921     0.00048398     0.00075611     0.00114746
    1650      600     0.00051142     0.00025350     0.00035848     0.00054564     0.00085431     0.00130078
    1650      650     0.00049352     0.00023990     0.00034409     0.00052975     0.00083783     0.00127847
    1650      700     0.00060503     0.00028260     0.00040921     0.00063475     0.00100918     0.00154871
    1650      750     0.00058996     0.00028060     0.00041041     0.00064126     0.00102991     0.00159072
    1650      800     0.00057923     0.00027913     0.00040820     0.00063812     0.00102979     0.00159208
    1650      850     0.00059733     0.00027244     0.00040599     0.00065221     0.00107325     0.00169147
    1650      900     0.00069705     0.00032799     0.00048607     0.00077796     0.00128021     0.00201772
    1650      950     0.00069186     0.00031764     0.00047341     0.00076062     0.00125777     0.00199162
    1650     1000     0.00072139     0.00033290     0.00049717     0.00081134     0.00136097     0.00218167
    1650     1050     0.00084873     0.00038484     0.00057483     0.00093818     0.00156571     0.00250043
    1650     1100     0.00080197     0.00038346     0.00057694     0.00094498     0.00159973     0.00260429
    1650     1150     0.00075940     0.00035273     0.00053591     0.00088567     0.00151406     0.00246316
    1650     1200     0.00091978     0.00041337     0.00062786     0.00103697     0.00177279     0.00290494
    1650     1250     0.00091300     0.00044085     0.00066962     0.00110700     0.00191013     0.00313813
    1650     1300     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1650     1350     0.00125963     0.00058686     0.00088185     0.00144490     0.00244784     0.00398486
    1650     1400     0.00150474     0.00070787     0.00105701     0.00172518     0.00292185     0.00479079
    1650     1450     0.00205078     0.00097029     0.00143490     0.00232090     0.00389411     0.00629281
    1650     1467     0.00235397     0.00110662     0.00161365     0.00255061     0.00419897     0.00672838
    1650     1483     0.00264612     0.00125176     0.00184199     0.00296897     0.00498129     0.00811069
    1650     1500     0.00243674     0.00110411     0.00164486     0.00264037     0.00443003     0.00718579
    1650     1550     0.00380270     0.00172987     0.00257031     0.00417581     0.00707400     0.01155885
    1650     1565     0.00237088     0.00107057     0.00160822     0.00263616     0.00446465     0.00732344
    1700       50     0.00065812     0.00035551     0.00050258     0.00076456     0.00120662     0.00186199
    1700      100     0.00034281     0.00017792     0.00025042     0.00037963     0.00059757     0.00091523
    1700      150     0.00029580     0.00015090     0.00021228     0.00032177     0.00050651     0.00077575
    1700      200     0.00027265     0.00013803     0.00019430     0.00029453     0.00046244     0.00070272
    1700      250     0.00027622     0.00013967     0.00019653     0.00029801     0.00046782     0.00071087
    1700      300     0.00031385     0.00015460     0.00021901     0.00032987     0.00051521     0.00078197
    1700      350     0.00034355     0.00016754     0.00023468     0.00035443     0.00055221     0.00083540
    1700      400     0.00040360     0.00019625     0.00027358     0.00041172     0.00063645     0.00095618
    1700      450     0.00042166     0.00020684     0.00028836     0.00043397     0.00067262     0.00101132
    1700      500     0.00043409     0.00021244     0.00029957     0.00044961     0.00069871     0.00104858
    1700      550     0.00046875     0.00022078     0.00031359     0.00047917     0.00075024     0.00114232
    1700      600     0.00052556     0.00025007     0.00035199     0.00053355     0.00083132     0.00125791
    1700      650     0.00057161     0.00026843     0.00038117     0.00058235     0.00091859     0.00139131
    1700      700     0.00054250     0.00025992     0.00037451     0.00057843     0.00092445     0.00142001
    1700      750     0.00063653     0.00031123     0.00044846     0.00069283     0.00110181     0.00169103
    1700      800     0.00062703     0.00030242     0.00044194     0.00069114     0.00111534     0.00172382
    1700      850     0.00058869     0.00027530     0.00040364     0.00064085     0.00104449     0.00163070
    1700      900     0.00057351     0.00026915     0.00040267     0.00064921     0.00107921     0.00171581
    1700      950     0.00068748     0.00030508     0.00045732     0.00073723     0.00123111     0.00196594
    1700     1000     0.00067319     0.00030302     0.00045510     0.00074550     0.00125053     0.00202071
    1700     1050     0.00073853     0.00034195     0.00051742     0.00084137     0.00141085     0.00226186
    1700     1100     0.00076767     0.00033628     0.00051073     0.00084386     0.00144286     0.00234714
    1700     1150     0.00081047     0.00036534     0.00055491     0.00091666     0.00156036     0.00252920
    1700     1200     0.00093149     0.00044447     0.00066354     0.00108267     0.00180777     0.00288681
    1700     1250     0.00087858     0.00042158     0.00064036     0.00105777     0.00180856     0.00296426
    1700     1300     0.00096341     0.00043340     0.00066207     0.00109901     0.00188782     0.00310382
    1700     1350     0.00107741     0.00050516     0.00076780     0.00126817     0.00216825     0.00355336
    1700     1400     0.00127548     0.00059827     0.00090364     0.00148633     0.00252811     0.00411415
    1700     1450     0.00140090     0.00067364     0.00101765     0.00167297     0.00286067     0.00472331
    1700     1500     0.00243225     0.00109879     0.00162077     0.00258138     0.00428768     0.00687565
    1700     1517     0.00168727     0.00082528     0.00122728     0.00197332     0.00332429     0.00541358
    1700     1533     0.00280877     0.00134321     0.00197359     0.00318115     0.00533826     0.00862580
    1700     1550     0.00268224     0.00129379     0.00191175     0.00309510     0.00521722     0.00852532
    1700     1600     0.00575827     0.00241128     0.00357193     0.00571329     0.00949215     0.01533590
    1700     1615     0.00202564     0.00096932     0.00142499     0.00229489     0.00383380     0.00621775
    1750        1     0.42277510     0.06479208     0.13900477     0.46066085     0.92701473     1.39709618
    1750       50     0.00065135     0.00034803     0.00048987     0.00074264     0.00117171     0.00180823
    1750      100     0.00032174     0.00017124     0.00024101     0.00036528     0.00057361     0.00087997
    1750      150     0.00027987     0.00014146     0.00020001     0.00030440     0.00048034     0.00073771
    1750      200     0.00026150     0.00013233     0.00018712     0.00028471     0.00044936     0.00068690
    1750      250     0.00029584     0.00014593     0.00020526     0.00031125     0.00048736     0.00074200
    1750      300     0.00031244     0.00015127     0.00021280     0.00032267     0.00050398     0.00076128
    1750      350     0.00035515     0.00017590     0.00024526     0.00036907     0.00057356     0.00086071
    1750      400     0.00035772     0.00017742     0.00024757     0.00037247     0.00057878     0.00086861
    1750      450     0.00039454     0.00019413     0.00027069     0.00040739     0.00062980     0.00094849
    1750      500     0.00045588     0.00021926     0.00031055     0.00046781     0.00072702     0.00109107
    1750      550     0.00045862     0.00022718     0.00032041     0.00048072     0.00074724     0.00112135
    1750      600     0.00048252     0.00023825     0.00033530     0.00050823     0.00079190     0.00119811
    1750      650     0.00051898     0.00026301     0.00037434     0.00056611     0.00088655     0.00133646
    1750      700     0.00054156     0.00025809     0.00036828     0.00056486     0.00089152     0.00136267
    1750      750     0.00048941     0.00023513     0.00034297     0.00054205     0.00087481     0.00136453
    1750      800     0.00063169     0.00030606     0.00044514     0.00069332     0.00110806     0.00170978
    1750      850     0.00063258     0.00028948     0.00042484     0.00067412     0.00109852     0.00173020
    1750      900     0.00068156     0.00030800     0.00045598     0.00072976     0.00118911     0.00187260
    1750      950     0.00066003     0.00029578     0.00044751     0.00072740     0.00122037     0.00194887
    1750     1000     0.00064517     0.00030893     0.00046309     0.00074653     0.00124118     0.00197314
    1750     1050     0.00073902     0.00033541     0.00050681     0.00083362     0.00141230     0.00226373
    1750     1100     0.00069769     0.00033826     0.00050882     0.00082418     0.00138336     0.00221728
    1750     1150     0.00069055     0.00033301     0.00050180     0.00083539     0.00142785     0.00234022
    1750     1200     0.00093286     0.00043017     0.00065102     0.00105812     0.00177507     0.00285708
    1750     1250     0.00080289     0.00037070     0.00056299     0.00093007     0.00159011     0.00260577
    1750     1300     0.00094247     0.00043096     0.00065449     0.00108142     0.00184936     0.00303014
    1750     1350     0.00097391     0.00046164     0.00069457     0.00113764     0.00192589     0.00311163
    1750     1400     0.00101621     0.00044328     0.00067663     0.00112326     0.00193790     0.00319582
    1750     1450     0.00110240     0.00049722     0.00075465     0.00124668     0.00213109     0.00349300
    1750     1500     0.00179367     0.00084590     0.00126612     0.00204289     0.00342725     0.00549379
    1750     1550     0.00228413     0.00104355     0.00153110     0.00242939     0.00401726     0.00646669
    1750     1567     0.00227113     0.00110156     0.00162116     0.00261124     0.00433821     0.00701180
    1750     1583     0.00220744     0.00101769     0.00151289     0.00245924     0.00416517     0.00683005
    1750     1600     0.00263828     0.00113293     0.00168482     0.00273923     0.00459455     0.00745268
    1750     1650     0.00396159     0.00195878     0.00292277     0.00477151     0.00815647     0.01346500
