# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
   msbot   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
     450        1    1.110e+00      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     450       50    1.110e+00      1.09066      0.00322      0.00000      0.00104      0.00000      0.05113      0.00221      0.00327      0.00000      0.00593      0.00000      0.00000      0.00000      0.24825      0.00698      0.03733      0.00077      0.00146      0.00000      0.00152      0.00000      0.13459      0.00813      0.02104      0.00150      0.02022      0.00060      0.00300      0.00086      0.01508      0.00000      0.00093      0.00000      0.23312      0.00490      0.04063      0.00086      0.00211      0.00170      0.00000      0.00000      0.00718      0.00000      0.00186      0.00000      0.12330      0.00000      0.01990      0.00000      0.08602      0.52839      0.47625      0.87011      0.13453      1.00464      0.08602 
     450      100    1.110e+00      2.49978      0.00917      0.00150      0.00074      0.00000      0.08822      0.02575      0.01948      0.00791      0.01874      0.00213      0.00019      0.00000      0.65778      0.15571      0.09853      0.02499      0.00338      0.00211      0.00000      0.00000      0.31591      0.03393      0.04643      0.01222      0.01530      0.01642      0.00514      0.00078      0.01206      0.00407      0.00266      0.00058      0.23233      0.04851      0.03258      0.00855      0.00423      0.00388      0.00093      0.00055      0.00605      0.00024      0.00000      0.00000      0.19876      0.03971      0.02103      0.00911      0.31149      1.52484      0.66346      1.89590      0.29240      2.18830      0.31149 
     450      150    1.110e+00      3.27657      0.01275      0.00623      0.00000      0.00000      0.09416      0.07842      0.01964      0.01762      0.01655      0.01146      0.00477      0.00104      0.70096      0.53091      0.11826      0.09803      0.00408      0.00000      0.00000      0.00000      0.25538      0.12039      0.04060      0.03051      0.00495      0.00497      0.00070      0.00055      0.00612      0.01282      0.00154      0.00159      0.16878      0.09271      0.03121      0.01626      0.00367      0.00459      0.00270      0.00000      0.00558      0.00594      0.00344      0.00073      0.13604      0.08448      0.02183      0.02009      0.48351      2.16176      0.63130      2.36195      0.43112      2.79307      0.48351 
     450      200    1.110e+00      2.88237      0.00431      0.00721      0.00068      0.00207      0.07846      0.10485      0.00678      0.02332      0.00553      0.01808      0.00164      0.00295      0.44540      0.70147      0.07520      0.12991      0.00251      0.00000      0.00000      0.00000      0.12566      0.09219      0.02070      0.01921      0.00292      0.00763      0.00085      0.00174      0.00584      0.00765      0.00308      0.00113      0.09510      0.09976      0.01142      0.02025      0.00539      0.00490      0.00041      0.00256      0.00507      0.00655      0.00000      0.00220      0.09289      0.12985      0.01440      0.01966      0.47299      1.86813      0.54125      2.04922      0.36016      2.40938      0.47299 
     450      250    1.110e+00      1.53314      0.00771      0.00411      0.00473      0.00000      0.01885      0.08201      0.00513      0.02347      0.00217      0.00960      0.00100      0.00255      0.14668      0.38484      0.02794      0.07409      0.00154      0.00000      0.00000      0.00000      0.05069      0.05211      0.00742      0.00904      0.00000      0.01140      0.00187      0.00191      0.00301      0.01156      0.00084      0.00378      0.03550      0.08030      0.00666      0.01962      0.00166      0.00715      0.00000      0.00090      0.00257      0.01064      0.00000      0.00272      0.05097      0.09444      0.00407      0.01714      0.24870      0.91571      0.36873      1.06955      0.21489      1.28444      0.24870 
     450      267    1.110e+00      0.92018      0.00170      0.00114      0.00000      0.00052      0.00991      0.04136      0.00083      0.00865      0.00083      0.00839      0.00028      0.00040      0.07874      0.23874      0.01752      0.03570      0.00000      0.00106      0.00079      0.00000      0.02514      0.04589      0.00624      0.01145      0.00003      0.01075      0.00000      0.00218      0.00377      0.01030      0.00000      0.00055      0.01744      0.04217      0.00320      0.00559      0.00188      0.01161      0.00000      0.00408      0.00561      0.01346      0.00000      0.00083      0.02584      0.06249      0.00343      0.01407      0.14562      0.53527      0.23930      0.65825      0.11631      0.77456      0.14562 
     450      283    1.110e+00      1.23983      0.00570      0.00390      0.00057      0.00406      0.03857      0.10306      0.00587      0.02533      0.00553      0.01132      0.00057      0.00082      0.12367      0.25290      0.02420      0.05022      0.00097      0.00000      0.00000      0.00000      0.03703      0.07658      0.00676      0.01418      0.00035      0.00906      0.00000      0.00078      0.00300      0.00212      0.00000      0.00000      0.02602      0.05494      0.00210      0.01311      0.00130      0.01159      0.00000      0.00049      0.00152      0.00907      0.00000      0.00048      0.03635      0.07427      0.00507      0.01090      0.18551      0.79182      0.26251      0.88881      0.16552      1.05433      0.18551 
     450      300    1.110e+00      1.37554      0.00811      0.02262      0.00146      0.00392      0.05393      0.15102      0.01157      0.02957      0.00344      0.01353      0.00111      0.00225      0.11121      0.24971      0.01513      0.05281      0.00114      0.00392      0.00080      0.00000      0.05489      0.08669      0.00851      0.01733      0.00298      0.00591      0.00006      0.00222      0.00212      0.00212      0.00116      0.00118      0.02533      0.05923      0.00191      0.01281      0.00478      0.01174      0.00083      0.00145      0.00000      0.00493      0.00000      0.00048      0.02885      0.07769      0.00391      0.01445      0.20473      0.90466      0.26615      0.98589      0.18492      1.17082      0.20473 
     450      350    1.110e+00      1.20919      0.01001      0.05217      0.00152      0.01180      0.08124      0.27093      0.01120      0.05803      0.00261      0.00590      0.00000      0.00105      0.01774      0.06041      0.00291      0.01329      0.00383      0.01982      0.00000      0.00387      0.05345      0.11109      0.00760      0.02496      0.00457      0.00547      0.00106      0.00205      0.00000      0.00000      0.00000      0.00000      0.02027      0.04558      0.00547      0.01049      0.00292      0.01005      0.00000      0.00073      0.00100      0.00000      0.00000      0.00000      0.02492      0.05706      0.00153      0.01078      0.17979      0.82545      0.20396      0.86105      0.16835      1.02940      0.17979 
     450      365    1.110e+00      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     500        1    6.090e-01      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     500       50    6.090e-01      1.10848      0.00203      0.00124      0.00000      0.00000      0.05070      0.00126      0.00246      0.00000      0.00830      0.00000      0.00086      0.00000      0.25213      0.00388      0.03488      0.00000      0.00216      0.00000      0.00000      0.00000      0.21100      0.00345      0.02829      0.00065      0.01900      0.00000      0.00318      0.00000      0.01053      0.00000      0.00172      0.00000      0.23623      0.00424      0.03531      0.00094      0.00329      0.00088      0.00000      0.00000      0.00484      0.00000      0.00046      0.00000      0.10078      0.00145      0.01211      0.00000      0.07024      0.60329      0.43495      0.91738      0.12086      1.03823      0.07024 
     500      100    6.090e-01      2.54068      0.00465      0.00067      0.00094      0.00039      0.08899      0.01501      0.01414      0.00171      0.00651      0.00268      0.00212      0.00000      0.56525      0.09821      0.08758      0.01299      0.00548      0.00247      0.00261      0.00000      0.51765      0.07692      0.07930      0.00884      0.00390      0.00498      0.00201      0.00327      0.01095      0.00000      0.00151      0.00127      0.26001      0.03250      0.05010      0.00675      0.00601      0.00133      0.00000      0.00000      0.00761      0.00168      0.00078      0.00000      0.18410      0.02597      0.02619      0.00425      0.31038      1.59510      0.63520      1.92354      0.30676      2.23030      0.31038 
     500      150    6.090e-01      3.58865      0.00665      0.00058      0.00000      0.00230      0.09949      0.06866      0.01752      0.00857      0.01538      0.00705      0.00369      0.00208      0.65368      0.40381      0.11401      0.06716      0.01453      0.00210      0.00141      0.00182      0.47625      0.20759      0.08524      0.04315      0.00215      0.00880      0.00118      0.00054      0.00640      0.00738      0.00082      0.00043      0.20630      0.08995      0.02771      0.01720      0.00622      0.00071      0.00221      0.00051      0.00650      0.00460      0.00125      0.00062      0.17088      0.08851      0.02232      0.02759      0.58516      2.30271      0.70078      2.55417      0.44932      3.00349      0.58516 
     500      200    6.090e-01      4.08310      0.00528      0.00181      0.00072      0.00332      0.09797      0.12744      0.01432      0.01946      0.01696      0.01682      0.00280      0.00245      0.61221      0.73744      0.10865      0.16222      0.00834      0.00260      0.00000      0.00000      0.36699      0.29331      0.05384      0.05480      0.00429      0.01224      0.00000      0.00477      0.00644      0.00794      0.00000      0.00301      0.13500      0.13636      0.01967      0.02426      0.00483      0.00458      0.00122      0.00249      0.00354      0.00978      0.00000      0.00037      0.12685      0.14931      0.02611      0.02704      0.66324      2.70976      0.71010      2.88833      0.53153      3.41986      0.66324 
     500      250    6.090e-01      3.47485      0.00373      0.01213      0.00096      0.00068      0.07251      0.14134      0.01004      0.02059      0.01391      0.01103      0.00108      0.00074      0.44064      0.90300      0.07690      0.15163      0.00330      0.00161      0.00000      0.00059      0.16016      0.15481      0.02337      0.04386      0.00310      0.00357      0.00000      0.00080      0.00195      0.00782      0.00000      0.00211      0.07712      0.12072      0.01312      0.03156      0.00058      0.00431      0.00073      0.00152      0.00496      0.00819      0.00139      0.00078      0.11365      0.16320      0.01425      0.02809      0.62273      2.24861      0.60351      2.42733      0.42478      2.85212      0.62273 
     500      300    6.090e-01      1.71441      0.00377      0.00668      0.00000      0.00111      0.03635      0.08387      0.00119      0.01527      0.00398      0.00529      0.00000      0.00133      0.15454      0.44945      0.03267      0.09432      0.00000      0.00000      0.00000      0.00000      0.04944      0.08088      0.00972      0.01774      0.00103      0.01171      0.00000      0.00122      0.00497      0.00879      0.00031      0.00177      0.03157      0.09715      0.00472      0.01090      0.00256      0.00941      0.00107      0.00300      0.00396      0.01581      0.00177      0.00256      0.03583      0.11857      0.00543      0.02169      0.27099      1.04760      0.39581      1.21561      0.22781      1.44342      0.27099 
     500      317    6.090e-01      1.08620      0.00073      0.00173      0.00058      0.00023      0.01284      0.04108      0.00129      0.01251      0.00309      0.00520      0.00015      0.00223      0.07183      0.27504      0.01418      0.05698      0.00000      0.00086      0.00000      0.00000      0.04205      0.06469      0.00806      0.00832      0.00152      0.00518      0.00000      0.00294      0.00148      0.00639      0.00000      0.00168      0.01677      0.07558      0.00223      0.01914      0.00331      0.01204      0.00000      0.00351      0.00388      0.01693      0.00000      0.00052      0.03418      0.08884      0.00357      0.00940      0.15343      0.62366      0.30911      0.78524      0.14753      0.93278      0.15343 
     500      333    6.090e-01      1.40027      0.00637      0.01399      0.00056      0.00006      0.03266      0.08580      0.01068      0.02247      0.00404      0.00818      0.00044      0.00046      0.12223      0.32993      0.01914      0.06683      0.00119      0.00352      0.00000      0.00000      0.04503      0.09345      0.00784      0.01368      0.00056      0.00249      0.00000      0.00000      0.00097      0.00542      0.00076      0.00124      0.03075      0.07539      0.00460      0.01358      0.00296      0.01557      0.00000      0.00261      0.00531      0.00908      0.00247      0.00155      0.03470      0.07437      0.00505      0.01487      0.20740      0.88854      0.30433      1.00398      0.18889      1.19287      0.20740 
     500      350    6.090e-01      1.62398      0.00852      0.01521      0.00140      0.00732      0.06123      0.16247      0.00904      0.04681      0.00938      0.00898      0.00063      0.00100      0.12611      0.28968      0.01755      0.05230      0.00314      0.00322      0.00126      0.00211      0.06390      0.12085      0.01231      0.02071      0.00086      0.00480      0.00000      0.00440      0.00000      0.00571      0.00034      0.00032      0.02251      0.09179      0.00600      0.01365      0.00454      0.00807      0.00199      0.00331      0.00108      0.00328      0.00070      0.00034      0.03771      0.08632      0.00381      0.02176      0.25557      1.04513      0.32328      1.13936      0.22905      1.36841      0.25557 
     500      400    6.090e-01      1.36568      0.01172      0.04519      0.00609      0.01124      0.08643      0.29191      0.01411      0.05984      0.00396      0.00445      0.00000      0.00078      0.02499      0.08697      0.00608      0.01060      0.01168      0.01735      0.00002      0.00428      0.05784      0.13720      0.00577      0.03400      0.00046      0.00820      0.00041      0.00124      0.00103      0.00000      0.00000      0.00000      0.01936      0.04874      0.00402      0.01020      0.00468      0.00490      0.00000      0.00223      0.00000      0.00064      0.00000      0.00044      0.02994      0.06286      0.00613      0.01598      0.21171      0.93251      0.22145      0.96050      0.19346      1.15396      0.21171 
     500      415    6.090e-01      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     550        1    3.470e-01      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     550       50    3.470e-01      1.01455      0.00000      0.00000      0.00000      0.00000      0.03284      0.00000      0.00275      0.00072      0.00426      0.00000      0.00000      0.00000      0.16606      0.00173      0.01985      0.00179      0.00686      0.00000      0.00121      0.00000      0.23497      0.00449      0.03323      0.00000      0.01046      0.00000      0.00088      0.00000      0.00525      0.00000      0.00331      0.00000      0.25200      0.00492      0.03550      0.00000      0.00093      0.00000      0.00076      0.00000      0.00320      0.00000      0.00059      0.00000      0.10213      0.00057      0.01544      0.00000      0.06787      0.51076      0.43592      0.83065      0.11603      0.94668      0.06787 
     550      100    3.470e-01      2.41617      0.00373      0.00000      0.00000      0.00000      0.08486      0.00764      0.00968      0.00378      0.01023      0.00069      0.00178      0.00000      0.47970      0.05665      0.06295      0.00375      0.00809      0.00000      0.00192      0.00000      0.60566      0.05106      0.08622      0.00607      0.01199      0.00466      0.00000      0.00001      0.01004      0.00120      0.00153      0.00000      0.28956      0.03892      0.03482      0.00976      0.00361      0.00000      0.00000      0.00067      0.00459      0.00089      0.00035      0.00000      0.19298      0.01552      0.03438      0.00216      0.27406      1.48446      0.65764      1.88228      0.25983      2.14211      0.27406 
     550      150    3.470e-01      3.53958      0.00691      0.00584      0.00000      0.00000      0.08892      0.05688      0.01542      0.01174      0.00757      0.00434      0.00245      0.00000      0.61198      0.24310      0.09422      0.04436      0.00704      0.00503      0.00079      0.00000      0.71951      0.21865      0.11475      0.04744      0.00746      0.00679      0.00030      0.00061      0.00608      0.00780      0.00048      0.00239      0.23148      0.09136      0.03261      0.01253      0.00197      0.00300      0.00000      0.00054      0.00467      0.00395      0.00000      0.00147      0.21991      0.06787      0.02648      0.01029      0.49260      2.30696      0.74002      2.62809      0.41889      3.04698      0.49260 
     550      200    3.470e-01      4.40338      0.01029      0.00202      0.00122      0.00026      0.09908      0.07871      0.01278      0.01257      0.01346      0.01252      0.00122      0.00334      0.59154      0.57174      0.10279      0.12215      0.00796      0.01086      0.00000      0.00078      0.65127      0.43312      0.10012      0.08196      0.00577      0.00537      0.00000      0.00055      0.00448      0.00737      0.00330      0.00044      0.17981      0.13918      0.03115      0.02257      0.00488      0.00230      0.00035      0.00161      0.00343      0.00203      0.00115      0.00065      0.18870      0.15206      0.02780      0.02559      0.67109      2.92176      0.81053      3.17795      0.55434      3.73229      0.67109 
     550      250    3.470e-01      4.60234      0.00319      0.00910      0.00746      0.00273      0.08762      0.14047      0.01689      0.01931      0.01483      0.01687      0.00222      0.00639      0.55040      0.88558      0.09825      0.14629      0.00583      0.00721      0.00169      0.00000      0.41918      0.45102      0.05800      0.05777      0.00426      0.00460      0.00000      0.00169      0.00080      0.00853      0.00000      0.00001      0.10831      0.15381      0.02671      0.02541      0.00183      0.00804      0.00109      0.00100      0.00734      0.01126      0.00213      0.00088      0.12147      0.21439      0.02038      0.04026      0.82985      3.00831      0.76418      3.23592      0.53657      3.77249      0.82985 
     550      300    3.470e-01      3.85780      0.00082      0.00894      0.00093      0.00235      0.04557      0.16109      0.01187      0.03200      0.01111      0.01570      0.00112      0.00625      0.38891      1.02833      0.07748      0.20671      0.00506      0.00095      0.00000      0.00000      0.22217      0.23519      0.02572      0.04333      0.00302      0.00594      0.00000      0.00268      0.00110      0.01225      0.00054      0.00094      0.07176      0.13630      0.00805      0.02675      0.00187      0.01093      0.00057      0.00099      0.00583      0.00650      0.00142      0.00067      0.08685      0.21073      0.01833      0.04195      0.67021      2.53162      0.65597      2.67692      0.51067      3.18759      0.67021 
     550      350    3.470e-01      1.86332      0.00362      0.00383      0.00000      0.00089      0.03204      0.07464      0.00571      0.01495      0.00613      0.00882      0.00000      0.00081      0.16374      0.51143      0.02419      0.09501      0.00000      0.00351      0.00000      0.00000      0.06267      0.10451      0.00597      0.01876      0.00086      0.00232      0.00208      0.00079      0.00250      0.00468      0.00000      0.00136      0.03520      0.09314      0.00482      0.01549      0.00180      0.00904      0.00050      0.00402      0.00127      0.01375      0.00000      0.00374      0.05380      0.11942      0.00428      0.01992      0.32732      1.14122      0.39478      1.31273      0.22327      1.53600      0.32732 
     550      367    3.470e-01      1.25653      0.00121      0.00176      0.00000      0.00000      0.01516      0.06955      0.00214      0.01075      0.00270      0.00567      0.00106      0.00077      0.09320      0.29846      0.01370      0.06309      0.00000      0.00187      0.00000      0.00000      0.03910      0.08655      0.00429      0.01613      0.00077      0.01339      0.00000      0.00041      0.00131      0.01100      0.00000      0.00038      0.01579      0.08066      0.00000      0.01141      0.00448      0.00566      0.00000      0.00070      0.00372      0.01456      0.00060      0.00246      0.03540      0.09454      0.00194      0.01709      0.21308      0.72717      0.31628      0.89652      0.14693      1.04345      0.21308 
     550      383    3.470e-01      1.59993      0.00534      0.01556      0.00146      0.00293      0.02988      0.12171      0.00309      0.02450      0.00405      0.01536      0.00123      0.00427      0.12872      0.34599      0.01731      0.07321      0.00000      0.00634      0.00000      0.00153      0.05039      0.11940      0.00926      0.02435      0.00155      0.00955      0.00101      0.00196      0.00407      0.00861      0.00000      0.00358      0.01743      0.08061      0.00621      0.01759      0.00118      0.00908      0.00095      0.00313      0.00914      0.01286      0.00081      0.00396      0.03920      0.09046      0.00596      0.02535      0.23980      1.00588      0.35425      1.12647      0.23366      1.36013      0.23980 
     550      400    3.470e-01      1.73601      0.00529      0.02369      0.00225      0.00159      0.05095      0.21894      0.00670      0.02941      0.00633      0.00806      0.00172      0.00139      0.11929      0.31745      0.01412      0.05670      0.00774      0.00545      0.00052      0.00044      0.07101      0.18265      0.01418      0.02339      0.00128      0.00481      0.00000      0.00278      0.00068      0.00101      0.00139      0.00428      0.01700      0.07333      0.00664      0.00951      0.00126      0.00805      0.00126      0.00234      0.00227      0.00481      0.00000      0.00000      0.03511      0.09905      0.00411      0.02324      0.26257      1.16926      0.30419      1.26550      0.20795      1.47345      0.26257 
     550      450    3.470e-01      1.51842      0.01312      0.05575      0.00275      0.01249      0.07410      0.33610      0.01239      0.05605      0.00044      0.00791      0.00000      0.00040      0.02266      0.08104      0.00176      0.01366      0.00457      0.03267      0.00000      0.00364      0.06972      0.18553      0.01391      0.03330      0.00229      0.00905      0.00000      0.00039      0.00000      0.00075      0.00000      0.00000      0.01625      0.05497      0.00090      0.01042      0.00000      0.00755      0.00011      0.00143      0.00120      0.00000      0.00000      0.00000      0.02938      0.06496      0.00262      0.01332      0.26888      1.03396      0.21559      1.06999      0.17955      1.24955      0.26888 
